TEMP    ,H2,lcoh
1675.17518,2.06711818,244.78992449108404
1676.27628,2.06711007,244.79088488807326
1677.37738,2.06710197,244.7918441083712
1678.47848,2.06709388,244.7928021519502
1679.57958,2.06708581,244.79375783453662
1680.68068,2.06707775,244.79471234033022
1681.78178,2.0670697,244.79566566930328
1682.88288,2.06706167,244.7966166371548
1683.98398,2.06705366,244.79756524382975
1685.08509,2.06704566,244.7985126735648
1686.18619,2.06703767,244.79945892633248
1687.28729,2.0670297,244.80040281779551
1688.38839,2.06702174,244.80134553221825
1689.48949,2.06701379,244.80228706957348
1690.59059,2.06700586,244.80322624549646
1691.69169,2.06699794,244.80416424427938
1692.79279,2.06699004,244.8050998815394
1693.89389,2.06698215,244.80603434158687
1694.99499,2.06697427,244.8069676243948
1696.0961,2.06696641,244.80789854555354
1697.1972,2.06695857,244.80882710500916
1698.2983,2.06695073,244.80975567150895
1699.3994,2.06694291,244.81068187623384
1700.5005,2.0669351,244.81160690354872
1701.6016,2.06692731,244.81252956899922
1702.7027,2.06691953,244.81345105696838
1703.8038,2.06691177,244.8143701829842
1704.9049,2.06690401,244.8152893159015
1706.00601,2.06689628,244.81620490233166
1707.10711,2.06688855,244.8171204956102
1708.20821,2.06688084,244.81803372677592
1709.30931,2.06687314,244.81894578026544
1710.41041,2.06686546,244.81985547155404
1711.51151,2.06685779,244.82076398509602
1712.61261,2.06685013,244.82167132086494
1713.71371,2.06684248,244.82257747883477
1714.81481,2.06683485,244.8234812744458
1715.91592,2.06682723,244.82438389218774
1717.01702,2.06681963,244.82528414748367
1718.11812,2.06681204,244.82618322484086
1719.21922,2.06680446,244.82708112423322
1720.32032,2.0667969,244.82797666105805
1721.42142,2.06678934,244.82887220443425
1722.52252,2.0667818,244.82976538517372
1723.62362,2.06677428,244.8306562032246
1724.72472,2.06676677,244.83154584314656
1725.82583,2.06675927,244.83243430491402
1726.92693,2.06675178,244.83332158850106
1728.02803,2.06674431,244.834206509245
1729.12913,2.06673685,244.83509025174013
1730.23023,2.0667294,244.83597281596087
1731.33133,2.06672196,244.83685420188164
1732.43243,2.06671454,244.83773322480567
1733.53353,2.06670713,244.83861106936183
1734.63463,2.06669974,244.83948655083643
1735.73574,2.06669235,244.84036203857198
1736.83684,2.06668498,244.8412351631583
1737.93794,2.06667762,244.84210710925828
1739.03904,2.06667028,244.84297669212484
1740.14014,2.06666295,244.84384509643772
1741.24124,2.06665562,244.84471350691078
1742.34234,2.06664832,244.84557836930236
1743.44344,2.06664102,244.84644323780384
1744.54454,2.06663374,244.84730574288753
1745.64565,2.06662647,244.84816706927546
1746.74675,2.06661921,244.84902721694291
1747.84785,2.06661197,244.849885001076
1748.94895,2.06660473,244.85074279121923
1750.05005,2.06659751,244.85159821776185
1751.15115,2.06659031,244.8524512806542
1752.25225,2.06658311,244.85330434949074
1753.35335,2.06657593,244.85415505461106
1754.45445,2.06656876,244.85500458080432
1755.55556,2.0665616,244.85585292804583
1756.65666,2.06655445,244.85670009631104
1757.75776,2.06654732,244.85754490071244
1758.85886,2.0665402,244.85838852607228
1759.95996,2.06653309,244.8592309723659
1761.06106,2.06652599,244.86007223956906
1762.16216,2.0665189,244.86091232765742
1763.26326,2.06651183,244.8617500517028
1764.36436,2.06650477,244.86258659656858
1765.46547,2.06649772,244.86342196223038
1766.56657,2.06649068,244.8642561486641
1767.66767,2.06648366,244.8650879709095
1768.76877,2.06647664,244.86591979880646
1769.86987,2.06646964,244.8667492624508
1770.97097,2.06646265,244.86757754675457
1772.07207,2.06645567,244.8684046516938
1773.17317,2.06644871,244.86922939226835
1774.27427,2.06644175,244.87005413839853
1775.37538,2.06643481,244.87087652010038
1776.47648,2.06642788,244.87169772232605
1777.57758,2.06642096,244.87251774505185
1778.67868,2.06641405,244.87333658825395
1779.77978,2.06640716,244.87415306688496
1780.88088,2.06640028,244.8749683659291
1781.98198,2.0663934,244.87578367040226
1783.08308,2.06638654,244.87659661020976
1784.18418,2.06637969,244.87740837035955
1785.28529,2.06637286,244.87821776576516
1786.38639,2.06636603,244.8790271665214
1787.48749,2.06635922,244.87983420247087
1788.58859,2.06635241,244.88064124373977
1789.68969,2.06634562,244.88144592013947
1790.79079,2.06633884,244.88224941672544
1791.89189,2.06633207,244.8830517334743
1792.99299,2.06632532,244.8838516852453
1794.09409,2.06631857,244.88465164224266
1795.1952,2.06631184,244.88544923420034
1796.2963,2.06630511,244.8862468313535
1797.3974,2.0662984,244.8870420634053
1798.4985,2.0662917,244.88783611546575
1799.5996,2.06628501,244.8886289875117
1800.7007,2.06627834,244.88941949434894
1801.8018,2.06627167,244.89021000628975
1802.9029,2.06626501,244.89099933814737
1804.004,2.06625837,244.89178630470448
1805.10511,2.06625174,244.8925720911176
1806.20621,2.06624511,244.89335788257333
1807.30731,2.0662385,244.89414130863742
1808.40841,2.0662319,244.89492355448922
1809.50951,2.06622531,244.89570462010602
1810.61061,2.06621874,244.89648332022534
1811.71171,2.06621217,244.89726202529675
1812.81281,2.06620561,244.89803955006545
1813.91391,2.06619907,244.8988147092463
1815.01502,2.06619253,244.89958987333435
1816.11612,2.06618601,244.90036267177467
1817.21722,2.0661795,244.90113428980735
1818.31832,2.066173,244.90190472741003
1819.41942,2.06616651,244.90267398456047
1820.52052,2.06616003,244.90344206123623
1821.62162,2.06615356,244.90420895741508
1822.72272,2.0661471,244.90497467307486
1823.82382,2.06614065,244.90573920819332
1824.92492,2.06613422,244.90650137741153
1826.02603,2.06612779,244.90726355137355
1827.12713,2.06612137,244.90802454472802
1828.22823,2.06611497,244.90878317209373
1829.32933,2.06610858,244.90954061879316
1830.43043,2.06610219,244.91029807017776
1831.53153,2.06609582,244.9110531554858
1832.63263,2.06608946,244.91180706006168
1833.73373,2.0660831,244.912560969279
1834.83483,2.06607676,244.91331251233228
1835.93594,2.06607043,244.91406287458798
1837.03704,2.06606411,244.91481205602423
1838.13814,2.0660578,244.91556005661946
1839.23924,2.0660515,244.91630687635188
1840.34034,2.06604521,244.91705251519983
1841.44144,2.06603894,244.9177957876956
1842.54254,2.06603267,244.91853906470274
1843.64364,2.06602641,244.9192811607607
1844.74474,2.06602016,244.920022075848
1845.84585,2.06601393,244.92076062446833
1846.94695,2.0660077,244.92149917754278
1848.04805,2.06600148,244.92223654958227
1849.14915,2.06599528,244.9229715550691
1850.25025,2.06598908,244.9237065649674
1851.35135,2.06598289,244.92444039376676
1852.45245,2.06597672,244.92517185592828
1853.55355,2.06597055,244.9259033224588
1854.65465,2.0659644,244.92663242229492
1855.75576,2.06595825,244.92736152647177
1856.85686,2.06595212,244.92808826389793
1857.95796,2.06594599,244.92881500563672
1859.05906,2.06593988,244.9295393805685
1860.16016,2.06593377,244.93026375978502
1861.26126,2.06592768,244.93098577213846
1862.36236,2.06592159,244.9317077887487
1863.46346,2.06591552,244.93242743844002
1864.56456,2.06590945,244.93314709236023
1865.66567,2.0659034,244.93386437930596
1866.76677,2.06589735,244.9345816704528
1867.86787,2.06589132,244.93529659456968
1868.96897,2.06588529,244.93601152286
1870.07007,2.06587928,244.93672408406508
1871.17117,2.06587327,244.9374366494161
1872.27227,2.06586727,244.93814803326984
1873.37337,2.06586129,244.93885704995571
1874.47447,2.06585531,244.93956607074628
1875.57558,2.06584935,244.94027272431413
1876.67668,2.06584339,244.94097938195938
1877.77778,2.06583744,244.94168485800458
1878.87888,2.06583151,244.94238796674517
1879.97998,2.06582558,244.94309107952236
1881.08108,2.06581966,244.94379301063825
1882.18218,2.06581375,244.94449376007256
1883.28328,2.06580785,244.94519332780493
1884.38438,2.06580196,244.94589171381514
1885.48549,2.06579609,244.94658773235793
1886.58659,2.06579022,244.94728375485636
1887.68769,2.06578436,244.94797859557184
1888.78879,2.0657785,244.94867344022947
1889.88989,2.06577266,244.94936591732562
1890.99099,2.06576683,244.95005721257854
1892.09209,2.06576101,244.95074732596825
1893.19319,2.0657552,244.95143625747474
1894.29429,2.06574939,244.95212519285656
1895.3954,2.0657436,244.95281176054328
1896.4965,2.06573782,244.95349714628696
1897.5976,2.06573204,244.9541825358661
1898.6987,2.06572628,244.95486555767064
1899.7998,2.06572052,244.95554858328416
1900.9009,2.06571477,244.9562304268885
1902.002,2.06570904,244.95690990263904
1903.1031,2.06570331,244.95758938215914
1904.2042,2.06569759,244.95826767961086
1905.30531,2.06569188,244.95894479497446
1906.40641,2.06568618,244.95962072823033
1907.50751,2.06568049,244.96029547935893
1908.60861,2.06567481,244.9609690483407
1909.70971,2.06566914,244.96164143515603
1910.81081,2.06566347,244.96231382566253
1911.91191,2.06565782,244.962983848093
1913.01301,2.06565217,244.96365387418882
1914.11411,2.06564654,244.9643215321567
1915.21522,2.06564091,244.96498919376413
1916.31632,2.06563529,244.96565567310145
1917.41742,2.06562969,244.9663197842334
1918.51852,2.06562409,244.96698389896636
1919.61962,2.0656185,244.96764683137138
1920.72072,2.06561292,244.9683085814292
1921.82182,2.06560734,244.9689703350623
1922.92292,2.06560178,244.96962972037477
1924.02402,2.06559623,244.97028792328257
1925.12513,2.06559068,244.97094612972737
1926.22623,2.06558514,244.9716031537422
1927.32733,2.06557962,244.97225780933442
1928.42843,2.0655741,244.97291246842562
1929.52953,2.06556859,244.97356594502972
1930.63063,2.06556309,244.9742182391277
1931.73173,2.0655576,244.9748693507008
1932.83283,2.06555212,244.9755192797299
1933.93393,2.06554664,244.97616921220768
1935.03504,2.06554118,244.9768167760989
1936.13614,2.06553572,244.9774643434135
1937.23724,2.06553027,244.97811072812164
1938.33834,2.06552484,244.97875474416807
1939.43944,2.06551941,244.97939876360064
1940.54054,2.06551398,244.98004278641923
1941.64164,2.06550857,244.98068444051387
1942.74274,2.06550317,244.98132491190853
1943.84384,2.06549777,244.9819653866521
1944.94494,2.06549239,244.98260349259724
1946.04605,2.06548701,244.9832416018666
1947.14715,2.06548164,244.98387852837416
1948.24825,2.06547628,244.98451427210148
1949.34935,2.06547093,244.98514883303005
1950.45045,2.06546559,244.9857822111416
1951.55155,2.06546026,244.9864144064176
1952.65265,2.06545493,244.98704660495642
1953.75375,2.06544961,244.9876776206354
1954.85485,2.06544431,244.98830626730722
1955.95596,2.06543901,244.98893491720537
1957.05706,2.06543372,244.98956238418873
1958.15816,2.06542843,244.99018985438633
1959.25926,2.06542316,244.99081495549174
1960.36036,2.06541789,244.99144005978715
1961.46146,2.06541264,244.99206279494203
1962.56256,2.06540739,244.9926855332628
1963.66366,2.06540215,244.99330708857207
1964.76476,2.06539692,244.99392746085192
1965.86587,2.0653917,244.99454665008432
1966.96697,2.06538648,244.9951658424466
1968.06807,2.06538127,244.99578385173743
1969.16917,2.06537608,244.99639949173178
1970.27027,2.06537089,244.9970151348202
1971.37137,2.06536571,244.99762959478352
1972.47247,2.06536053,244.99824405782897
1973.57357,2.06535537,244.99885615149466
1974.67467,2.06535022,244.9994670619819
1975.77578,2.06534507,245.00007797551575
1976.87688,2.06533993,245.00068770584755
1977.97798,2.0653348,245.0012962529596
1979.07908,2.06532968,245.00190361683417
1980.18018,2.06532456,245.0025109837202
1981.28128,2.06531946,245.003115981073
1982.38238,2.06531436,245.00372098141372
1983.48348,2.06530927,245.00432479845838
1984.58458,2.06530419,245.00492743218956
1985.68569,2.06529912,245.0055288825897
1986.78679,2.06529405,245.00613033594277
1987.88789,2.06528899,245.0067306059415
1988.98899,2.06528395,245.00732850625553
1990.09009,2.06527891,245.00792640948774
1991.19119,2.06527387,245.00852431563814
1992.29229,2.06526885,245.0091198520459
1993.39339,2.06526384,245.0097142050127
1994.49449,2.06525883,245.01030856086308
1995.5956,2.06525383,245.0109017332494
1996.6967,2.06524884,245.01149372215457
1997.7978,2.06524385,245.01208571392044
1998.8989,2.06523888,245.01267533581733
2000.0,2.06523391,245.0132649605521
