PRES   ,H2      ,lcoh
20.5405405,2.07960802,243.31974984225496
20.5555556,2.07960795,243.319758032444
20.5705706,2.07960788,243.31976622263375
20.5855856,2.07960781,243.31977441282402
20.6006006,2.07960774,243.3197826030148
20.6156156,2.07960767,243.3197907932062
20.6306306,2.07960759,243.31980015342558
20.6456456,2.07960752,243.3198083436181
20.6606607,2.07960745,243.3198165338112
20.6756757,2.07960738,243.3198247240049
20.6906907,2.07960731,243.31983291419905
20.7057057,2.07960724,243.31984110439384
20.7207207,2.07960717,243.31984929458915
20.7357357,2.0796071,243.31985748478505
20.7507508,2.07960702,243.3198668450095
20.7657658,2.07960695,243.31987503520654
20.7807808,2.07960688,243.3198832254041
20.7957958,2.07960681,243.31989141560229
20.8108108,2.07960674,243.319899605801
20.8258258,2.07960667,243.31990779600025
20.8408408,2.0796066,243.31991598620002
20.8558559,2.07960653,243.31992417640032
20.8708709,2.07960646,243.31993236660125
20.8858859,2.07960638,243.3199417268315
20.9009009,2.07960631,243.31994991703363
20.9159159,2.07960624,243.31995810723626
20.9309309,2.07960617,243.3199662974394
20.9459459,2.0796061,243.31997448764312
20.960961,2.07960603,243.31998267784743
20.975976,2.07960596,243.3199908680523
20.990991,2.07960589,243.31999905825765
21.006006,2.07960581,243.3200084184931
21.021021,2.07960574,243.32001660869963
21.036036,2.07960567,243.32002479890673
21.0510511,2.0796056,243.32003298911442
21.0660661,2.07960553,243.32004117932266
21.0810811,2.07960546,243.3200493695314
21.0960961,2.07960539,243.32005755974072
21.1111111,2.07960532,243.3200657499506
21.1261261,2.07960524,243.32007511019114
21.1411411,2.07960517,243.32008330040222
21.1561562,2.0796051,243.32009149061375
21.1711712,2.07960503,243.32009968082593
21.1861862,2.07960496,243.32010787103866
21.2012012,2.07960489,243.32011606125195
21.2162162,2.07960482,243.32012425146573
21.2312312,2.07960475,243.32013244168007
21.2462462,2.07960467,243.32014180192573
21.2612613,2.0796046,243.3201499921413
21.2762763,2.07960453,243.3201581823574
21.2912913,2.07960446,243.32016637257408
21.3063063,2.07960439,243.32017456279127
21.3213213,2.07960432,243.320182753009
21.3363363,2.07960425,243.32019094322732
21.3513514,2.07960418,243.32019913344618
21.3663664,2.07960411,243.32020732366556
21.3813814,2.07960403,243.32021668391704
21.3963964,2.07960396,243.3202248741376
21.4114114,2.07960389,243.32023306435872
21.4264264,2.07960382,243.32024125458042
21.4414414,2.07960375,243.3202494448027
21.4564565,2.07960368,243.32025763502546
21.4714715,2.07960361,243.32026582524878
21.4864865,2.07960354,243.3202740154727
21.5015015,2.07960346,243.32028337572925
21.5165165,2.07960339,243.32029156595434
21.5315315,2.07960332,243.32029975618
21.5465465,2.07960325,243.32030794640613
21.5615616,2.07960318,243.32031613663284
21.5765766,2.07960311,243.32032432686015
21.5915916,2.07960304,243.32033251708802
21.6066066,2.07960297,243.32034070731638
21.6216216,2.07960289,243.3203500675781
21.6366366,2.07960282,243.32035825780764
21.6516517,2.07960275,243.32036644803773
21.6666667,2.07960268,243.32037463826842
21.6816817,2.07960261,243.32038282849967
21.6966967,2.07960254,243.32039101873136
21.7117117,2.07960247,243.32039920896372
21.7267267,2.0796024,243.32040739919663
21.7417417,2.07960233,243.32041558943
21.7567568,2.07960225,243.3204249496975
21.7717718,2.07960218,243.32043313993208
21.7867868,2.07960211,243.32044133016723
21.8018018,2.07960204,243.32044952040295
21.8168168,2.07960197,243.32045771063923
21.8318318,2.0796019,243.32046590087603
21.8468468,2.07960183,243.32047409111337
21.8618619,2.07960176,243.3204822813513
21.8768769,2.07960168,243.32049164162387
21.8918919,2.07960161,243.320499831863
21.9069069,2.07960154,243.32050802210267
21.9219219,2.07960147,243.32051621234285
21.9369369,2.0796014,243.32052440258357
21.951952,2.07960133,243.3205325928249
21.966967,2.07960126,243.32054078306678
21.981982,2.07960119,243.32054897330914
21.996997,2.07960112,243.32055716355214
22.012012,2.07960104,243.32056652383045
22.027027,2.07960097,243.32057471407458
22.042042,2.0796009,243.32058290431928
22.0570571,2.07960083,243.32059109456455
22.0720721,2.07960076,243.32059928481033
22.0870871,2.07960069,243.32060747505668
22.1021021,2.07960062,243.32061566530362
22.1171171,2.07960055,243.32062385555108
22.1321321,2.07960047,243.3206332158345
22.1471471,2.0796004,243.32064140608315
22.1621622,2.07960033,243.3206495963323
22.1771772,2.07960026,243.32065778658205
22.1921922,2.07960019,243.32066597683234
22.2072072,2.07960012,243.3206741670832
22.2222222,2.07960005,243.32068235733456
22.2372372,2.07959998,243.32069054758648
22.2522523,2.07959991,243.32069873783894
22.2672673,2.07959983,243.32070809812822
22.2822823,2.07959976,243.3207162883819
22.2972973,2.07959969,243.32072447863615
22.3123123,2.07959962,243.3207326688908
22.3273273,2.07959955,243.32074085914616
22.3423423,2.07959948,243.32074904940205
22.3573574,2.07959941,243.32075723965846
22.3723724,2.07959934,243.32076542991547
22.3873874,2.07959927,243.32077362017301
22.4024024,2.07959919,243.32078298046795
22.4174174,2.07959912,243.32079117072666
22.4324324,2.07959905,243.32079936098597
22.4474474,2.07959898,243.32080755124576
22.4624625,2.07959891,243.32081574150615
22.4774775,2.07959884,243.32082393176708
22.4924925,2.07959877,243.32083212202858
22.5075075,2.0795987,243.32084031229056
22.5225225,2.07959862,243.32084967259067
22.5375375,2.07959855,243.32085786285384
22.5525526,2.07959848,243.32086605311764
22.5675676,2.07959841,243.32087424338195
22.5825826,2.07959834,243.32088243364683
22.5975976,2.07959827,243.32089062391222
22.6126126,2.0795982,243.32089881417815
22.6276276,2.07959813,243.32090700444468
22.6426426,2.07959806,243.32091519471177
22.6576577,2.07959798,243.32092455501763
22.6726727,2.07959791,243.32093274528592
22.6876877,2.07959784,243.32094093555466
22.7027027,2.07959777,243.320949125824
22.7177177,2.0795977,243.3209573160939
22.7327327,2.07959763,243.3209655063644
22.7477477,2.07959756,243.32097369663535
22.7627628,2.07959749,243.32098188690688
22.7777778,2.07959742,243.320990077179
22.7927928,2.07959734,243.32099943749063
22.8078078,2.07959727,243.32100762776395
22.8228228,2.0795972,243.3210158180378
22.8378378,2.07959713,243.32102400831215
22.8528529,2.07959706,243.32103219858706
22.8678679,2.07959699,243.3210403888626
22.8828829,2.07959692,243.3210485791386
22.8978979,2.07959685,243.32105676941515
22.9129129,2.07959677,243.32106612973195
22.9279279,2.0795967,243.32107432000973
22.9429429,2.07959663,243.32108251028808
22.957958,2.07959656,243.32109070056697
22.972973,2.07959649,243.32109889084637
22.987988,2.07959642,243.32110708112634
23.003003,2.07959635,243.32111527140688
23.018018,2.07959628,243.321123461688
23.033033,2.07959621,243.32113165196958
23.048048,2.07959613,243.32114101229217
23.0630631,2.07959606,243.32114920257496
23.0780781,2.07959599,243.3211573928583
23.0930931,2.07959592,243.32116558314223
23.1081081,2.07959585,243.32117377342672
23.1231231,2.07959578,243.32118196371172
23.1381381,2.07959571,243.32119015399726
23.1531532,2.07959564,243.3211983442834
23.1681682,2.07959557,243.3212065345701
23.1831832,2.07959549,243.32121589489842
23.1981982,2.07959542,243.3212240851863
23.2132132,2.07959535,243.32123227547467
23.2282282,2.07959528,243.3212404657636
23.2432432,2.07959521,243.32124865605311
23.2582583,2.07959514,243.3212568463432
23.2732733,2.07959507,243.3212650366338
23.2882883,2.079595,243.32127322692497
23.3033033,2.07959493,243.3212814172167
23.3183183,2.07959485,243.32129077755073
23.3333333,2.07959478,243.32129896784363
23.3483483,2.07959471,243.3213071581371
23.3633634,2.07959464,243.32131534843109
23.3783784,2.07959457,243.32132353872566
23.3933934,2.0795945,243.32133172902078
23.4084084,2.07959443,243.32133991931636
23.4234234,2.07959436,243.32134810961256
23.4384384,2.07959429,243.32135629990933
23.4534535,2.07959421,243.32136566024914
23.4684685,2.07959414,243.3213738505471
23.4834835,2.07959407,243.3213820408456
23.4984985,2.079594,243.32139023114462
23.5135135,2.07959393,243.3213984214442
23.5285285,2.07959386,243.32140661174435
23.5435435,2.07959379,243.32141480204507
23.5585586,2.07959372,243.3214229923463
23.5735736,2.07959365,243.32143118264813
23.5885886,2.07959357,243.32144054299368
23.6036036,2.0795935,243.32144873329665
23.6186186,2.07959343,243.3214569236002
23.6336336,2.07959336,243.3214651139043
23.6486486,2.07959329,243.3214733042089
23.6636637,2.07959322,243.3214814945141
23.6786787,2.07959315,243.32148968481988
23.6936937,2.07959308,243.32149787512617
23.7087087,2.07959301,243.321506065433
23.7237237,2.07959293,243.32151542578433
23.7387387,2.07959286,243.32152361609232
23.7537538,2.07959279,243.3215318064009
23.7687688,2.07959272,243.32153999671007
23.7837838,2.07959265,243.32154818701977
23.7987988,2.07959258,243.32155637732996
23.8138138,2.07959251,243.3215645676407
23.8288288,2.07959244,243.32157275795205
23.8438438,2.07959237,243.32158094826397
23.8588589,2.07959229,243.32159030862107
23.8738739,2.07959222,243.32159849893415
23.8888889,2.07959215,243.32160668924774
23.9039039,2.07959208,243.32161487956188
23.9189189,2.07959201,243.3216230698766
23.9339339,2.07959194,243.3216312601919
23.9489489,2.07959187,243.3216394505077
23.963964,2.0795918,243.32164764082404
23.978979,2.07959173,243.321655831141
23.993994,2.07959165,243.32166519150385
24.009009,2.07959158,243.3216733818219
24.024024,2.07959151,243.32168157214053
24.039039,2.07959144,243.32168976245978
24.0540541,2.07959137,243.32169795277954
24.0690691,2.0795913,243.32170614309987
24.0840841,2.07959123,243.32171433342072
24.0990991,2.07959116,243.3217225237421
24.1141141,2.07959109,243.32173071406407
24.1291291,2.07959102,243.32173890438662
24.1441441,2.07959094,243.32174826475588
24.1591592,2.07959087,243.3217564550796
24.1741742,2.0795908,243.32176464540382
24.1891892,2.07959073,243.32177283572858
24.2042042,2.07959066,243.32178102605397
24.2192192,2.07959059,243.32178921637987
24.2342342,2.07959052,243.3217974067063
24.2492492,2.07959045,243.3218055970333
24.2642643,2.07959038,243.32181378736087
24.2792793,2.0795903,243.32182314773587
24.2942943,2.07959023,243.32183133806464
24.3093093,2.07959016,243.32183952839395
24.3243243,2.07959009,243.32184771872375
24.3393393,2.07959002,243.3218559090541
24.3543544,2.07958995,243.3218640993851
24.3693694,2.07958988,243.3218722897166
24.3843844,2.07958981,243.3218804800486
24.3993994,2.07958974,243.32188867038124
24.4144144,2.07958966,243.32189803076201
24.4294294,2.07958959,243.32190622109576
24.4444444,2.07958952,243.3219144114301
24.4594595,2.07958945,243.321922601765
24.4744745,2.07958938,243.32193079210043
24.4894895,2.07958931,243.32193898243642
24.5045045,2.07958924,243.32194717277298
24.5195195,2.07958917,243.32195536311
24.5345345,2.0795891,243.3219635534476
24.5495495,2.07958903,243.3219717437858
24.5645646,2.07958895,243.32198110417298
24.5795796,2.07958888,243.32198929451238
24.5945946,2.07958881,243.32199748485232
24.6096096,2.07958874,243.32200567519277
24.6246246,2.07958867,243.32201386553376
24.6396396,2.0795886,243.32202205587535
24.6546547,2.07958853,243.3220302462175
24.6696697,2.07958846,243.3220384365602
24.6846847,2.07958839,243.32204662690341
24.6996997,2.07958831,243.32205598729635
24.7147147,2.07958824,243.32206417764073
24.7297297,2.07958817,243.32207236798573
24.7447447,2.0795881,243.32208055833127
24.7597598,2.07958803,243.32208874867734
24.7747748,2.07958796,243.32209693902394
24.7897898,2.07958789,243.32210512937112
24.8048048,2.07958782,243.32211331971885
24.8198198,2.07958775,243.32212151006712
24.8348348,2.07958767,243.3221308704658
24.8498498,2.0795876,243.32213906081526
24.8648649,2.07958753,243.32214725116526
24.8798799,2.07958746,243.32215544151583
24.8948949,2.07958739,243.32216363186697
24.9099099,2.07958732,243.3221718222186
24.9249249,2.07958725,243.32218001257078
24.9399399,2.07958718,243.32218820292354
24.954955,2.07958711,243.3221963932769
24.96997,2.07958704,243.32220458363074
24.984985,2.07958696,243.32221394403587
25.0,2.07958689,243.32222213439087
